epoch,loss,lr,val_loss
93,0.05335686204628193,6.25e-05,0.021101121825797677
94,0.05429749248252901,6.25e-05,0.02019626691808465
95,0.05509998237484931,6.25e-05,0.020230877261073945
96,0.05401273745938307,6.25e-05,0.020513944280648684
97,0.05476418195754628,6.25e-05,0.020958063052382347
98,0.05298169997431596,6.25e-05,0.021064086908487843
99,0.05517222538508056,6.25e-05,0.020488865127662438
100,0.054064432040381506,3.125e-05,0.02077510997128862
101,0.05357598665324553,3.125e-05,0.020491473190233526
102,0.05403882856021484,3.125e-05,0.020467993217215034
103,0.05454991737492805,3.125e-05,0.020759522230304316
104,0.05335417891488645,3.125e-05,0.02086441133236759
105,0.05380120012634953,1.5625e-05,0.020576317882031275
106,0.05339293593770028,1.5625e-05,0.020429450315021823
107,0.05500257197970181,1.5625e-05,0.020336915402596047
108,0.05303147490140932,1.5625e-05,0.02035376727195344
109,0.05331603507030347,1.5625e-05,0.020571505186876355
110,0.054134874110664775,7.8125e-06,0.02034756089737721
111,0.053533709206170454,7.8125e-06,0.020211745610711016
112,0.053875912218236774,7.8125e-06,0.020299118284932076
113,0.05298400006847982,7.8125e-06,0.02042465312831617
114,0.05435892670006991,7.8125e-06,0.02026671973292293
