epoch,loss,lr,val_loss
0,0.3807117145553118,0.001,0.1273623802922994
1,0.16708335047361425,0.001,0.09147969966775756
2,0.1351374748060571,0.001,0.07776766020449014
3,0.11936917119822642,0.001,0.0656228033786661
4,0.10860771802421233,0.001,0.05900150903209933
5,0.09795882672039027,0.001,0.04900557689807588
6,0.09908506252387748,0.001,0.0467987860790684
7,0.08765840960405077,0.001,0.042791936130401005
8,0.08514775855626842,0.001,0.03961098574722386
9,0.08735402575709225,0.001,0.043388089668270534
10,0.07820069933709434,0.001,0.036272487977044195
11,0.07852259327967961,0.001,0.037899532378698496
12,0.07463574376785544,0.001,0.035239841459860005
13,0.0753651355309118,0.001,0.03340505288514077
14,0.07524531816183375,0.001,0.03133842168210645
15,0.07230130087477511,0.001,0.04113060659580765
16,0.07042661348535481,0.001,0.02979696350337366
17,0.06676578051344743,0.001,0.028182275353671734
18,0.06555123170097972,0.001,0.029242021737263344
19,0.06845184255054908,0.001,0.026978586471879812
20,0.0639644584385087,0.001,0.028116793340840045
21,0.06751614026279393,0.001,0.02651123985895331
22,0.06182592031902319,0.001,0.026700801560976817
23,0.06360872394831275,0.001,0.026052895696302807
24,0.07017134824253572,0.001,0.03197467837611323
25,0.06417433285587804,0.001,0.02753230552305704
26,0.06183914801630803,0.001,0.026341206064358223
27,0.06093302026936919,0.001,0.024263233368864476
28,0.06684756025828699,0.001,0.028294546553611594
29,0.06317001382455818,0.001,0.025082218559735033
30,0.058676759774080864,0.001,0.02595132303070441
31,0.05910510448661238,0.001,0.027402104737997538
32,0.05811230427989892,0.001,0.02594921886845263
33,0.05545252889778504,0.0005,0.024411628211955
34,0.05412083740197838,0.0005,0.02410293507693019
35,0.05437928182456344,0.0005,0.020907226019238168
36,0.05563229209661354,0.0005,0.021719081405507365
37,0.053476022703841324,0.0005,0.021900129667814308
38,0.053557479250223514,0.0005,0.020970170039963546
39,0.055376804356541284,0.0005,0.021540600424361293
40,0.05356415173969149,0.0005,0.021379933536769008
41,0.05286173250743735,0.00025,0.020029327439329635
42,0.05155437189489765,0.00025,0.0209889820220104
43,0.053347575532642015,0.00025,0.02033359023314234
44,0.052886967067219966,0.00025,0.01964902363341748
45,0.05207711162858352,0.00025,0.027545670674169232
46,0.051913232618174696,0.00025,0.01994440638502466
47,0.05183149459145188,0.00025,0.01981080559535695
48,0.05111103111369306,0.00025,0.01971931021204048
49,0.052307986491587785,0.00025,0.02149409814640002
50,0.05081974919432741,0.000125,0.01926681494306251
51,0.05101441554252246,0.000125,0.019118174349355713
52,0.05071231946457241,0.000125,0.019710656193059162
53,0.050822303654125385,0.000125,0.018603642686152264
54,0.050145578357915666,0.000125,0.019309872668047328
55,0.050402504158681576,0.000125,0.019057390424463905
56,0.04983639171212576,0.000125,0.019341025235397474
57,0.05039233074246172,0.000125,0.01927031843608388
58,0.050604937089918575,0.000125,0.01931229532433367
59,0.04979652379722884,6.25e-05,0.018481974943352457
60,0.05015035182248435,6.25e-05,0.019033238397672844
61,0.04966885790034269,6.25e-05,0.018279829971774776
62,0.05012881315333886,6.25e-05,0.018030014243443512
63,0.049447676840741264,6.25e-05,0.018663212528342563
64,0.049542434490057796,6.25e-05,0.018752912923280015
65,0.049528740718285155,6.25e-05,0.018397932148304597
66,0.049453494534582865,6.25e-05,0.018336458557292306
67,0.05065914860666122,6.25e-05,0.01922790256827646
68,0.04961736284096387,3.125e-05,0.01854652990684791
69,0.04963307015524855,3.125e-05,0.018240248135586768
70,0.04949290430498244,3.125e-05,0.018337498666793007
71,0.04927643458556558,3.125e-05,0.018481779609634697
72,0.0500671038208857,3.125e-05,0.018389865912411287
73,0.04898957035487054,1.5625e-05,0.018486362511825546
74,0.048650709038082135,1.5625e-05,0.01847249436959594
75,0.05047911810170147,1.5625e-05,0.018414339575268324
76,0.04991532365913447,1.5625e-05,0.018187225948875427
77,0.04969744789679283,1.5625e-05,0.01835543411035411
78,0.049574675338831246,7.8125e-06,0.018387715629199185
79,0.04930065681736972,7.8125e-06,0.01821302670415443
80,0.049750397057908576,7.8125e-06,0.018306143975961062
81,0.05076025741003889,7.8125e-06,0.018070764260804163
82,0.049394759567948324,7.8125e-06,0.018290437153271305
