epoch,loss,lr,val_loss
0,0.4876627024926699,0.001,0.15511769973933898
1,0.19570179539985308,0.001,0.09052162374961545
2,0.1489428384977456,0.001,0.08034855537091373
3,0.13109682699590772,0.001,0.05834351028998022
4,0.11361582620135956,0.001,0.05173297172096595
5,0.10542034566070388,0.001,0.04468435160237177
6,0.09894531598817835,0.001,0.043648180809025425
7,0.09327167244969013,0.001,0.041294319644459676
8,0.08764029018911883,0.001,0.0415368630418115
9,0.08713140918124931,0.001,0.040863944823771294
10,0.08394622084520398,0.001,0.03357455351344039
11,0.07717892645791252,0.001,0.03151704991647595
12,0.07852913101674454,0.001,0.029058854843337017
13,0.07357135451408357,0.001,0.03126360518527063
14,0.0709555806801523,0.001,0.027007175345353625
15,0.07223770487150671,0.001,0.026370317752521476
16,0.07322911739903495,0.001,0.028008941598714483
17,0.06775237683267708,0.001,0.026775335798707868
18,0.06356599635598612,0.001,0.02655391465334233
19,0.061760356586958526,0.001,0.02796325298839932
20,0.06060404798646357,0.001,0.025108460031303903
21,0.05912477173091206,0.001,0.024303517677267204
22,0.06305287227642603,0.001,0.023378600145688256
23,0.05870266552923419,0.001,0.0295986591773529
24,0.06332559894860403,0.001,0.022490660585136046
25,0.057632491719169045,0.001,0.024290776188981483
26,0.06600691543601216,0.001,0.0227857933962651
27,0.06369865128605795,0.001,0.020472325282114772
28,0.059699040847962404,0.001,0.02076753839261825
29,0.05550400155305759,0.001,0.02274934236327492
30,0.0562921611034539,0.001,0.02041087363727748
31,0.052270687119869534,0.001,0.02196385235960201
32,0.054080935734395714,0.001,0.01998239367694709
33,0.05330508771268784,0.001,0.020021952764784502
34,0.05453036111179697,0.001,0.022066114404962565
35,0.05397218717320095,0.001,0.019548361940506864
36,0.05439666110761879,0.001,0.0211450059814561
37,0.04985626239392644,0.001,0.01980554018230011
38,0.05380704023581116,0.001,0.018808775031178244
39,0.04982207823750114,0.001,0.019337998022080714
40,0.05249975487695487,0.001,0.019114446175422403
41,0.049970654160810646,0.001,0.019889843091745983
42,0.05362907900431708,0.001,0.0183556304545287
43,0.04734095267389811,0.001,0.018875702713150217
44,0.057964338776413604,0.001,0.01841605419845174
45,0.053627212661907515,0.001,0.01777898171661292
46,0.05073405330160595,0.001,0.0188094608574995
47,0.046933756165304534,0.001,0.02171140443093466
48,0.050014139450746925,0.001,0.018885221459338748
49,0.04781069551021693,0.001,0.016499184983217136
50,0.04614104288602562,0.001,0.01675623227640292
51,0.04545776572737709,0.001,0.01742690289361625
52,0.04826922202193087,0.001,0.015852772027057906
53,0.04670753289564459,0.001,0.022295856712528133
54,0.04928219866375729,0.001,0.02224524429786113
55,0.04518128343054793,0.001,0.01603144545367165
56,0.04690432354092011,0.001,0.018590462539322387
57,0.0454297953675675,0.001,0.018451831800326113
58,0.042639106326101656,0.0005,0.016206331243568742
59,0.04251893216803629,0.0005,0.015649605217307384
60,0.043658976519790026,0.0005,0.014835853059194444
61,0.041983041988321604,0.0005,0.015373569127149593
62,0.04314864934517081,0.0005,0.01576404039012891
63,0.043426208489689984,0.0005,0.014861538697469283
64,0.042485294529108694,0.0005,0.015958698275250652
65,0.04376592347647705,0.0005,0.015200657878828202
66,0.041690602138554404,0.00025,0.014856414894581565
67,0.04194156267207087,0.00025,0.015075208408573163
68,0.04071713257551349,0.00025,0.015423142214121447
69,0.04224252617686034,0.00025,0.014877724795175275
70,0.04232646126934544,0.00025,0.014748190208932461
71,0.04081047937972572,0.000125,0.013690866366441309
72,0.04326076006899261,0.000125,0.014064173906498226
73,0.04074440869074054,0.000125,0.014904270581850766
74,0.0407878140494553,0.000125,0.013879223019236813
75,0.04163565368081222,0.000125,0.013815322341894193
76,0.04088093330047355,0.000125,0.014400463738050475
77,0.04099654468999225,6.25e-05,0.013986099940258696
78,0.039875805500321784,6.25e-05,0.01395412944798068
79,0.03985792871188917,6.25e-05,0.014207287897166571
80,0.04072637008746994,6.25e-05,0.014596340884778404
81,0.04258618526017333,6.25e-05,0.013945800291876146
82,0.04073985817398423,3.125e-05,0.013644599883359964
83,0.040487981958614215,3.125e-05,0.01363838208018023
84,0.04021104021129138,3.125e-05,0.013770537931348808
85,0.041002933682520504,3.125e-05,0.013862162832847365
86,0.0392862758143061,3.125e-05,0.013804935662177751
87,0.04049077299828468,1.5625e-05,0.013787267905717198
88,0.04069120962306967,1.5625e-05,0.013858726945536552
89,0.04110474925207395,1.5625e-05,0.013762304511557633
90,0.04059772225989738,1.5625e-05,0.013723673437930175
91,0.04130986118032901,1.5625e-05,0.013906445620854427
92,0.040221507739609356,7.8125e-06,0.013898063435959382
93,0.039739967569775665,7.8125e-06,0.013909879221677137
94,0.03972257668727335,7.8125e-06,0.013857981798809416
95,0.04197050335545768,7.8125e-06,0.013757450884028233
96,0.04074061478631936,7.8125e-06,0.013779465394606468
97,0.04016827988731949,3.90625e-06,0.013743308233191523
98,0.03998617593949894,3.90625e-06,0.013797377314793347
99,0.03916477896256965,3.90625e-06,0.013783369962928425
100,0.041109344725661606,3.90625e-06,0.013818040362494488
101,0.04038312067504799,3.90625e-06,0.013877121313455578
102,0.039273836977824064,1.953125e-06,0.013885004217638951
